nombre,codigo,precio_publico,precio_compra,precio_mayoreo,clave_sat,unidad_sat
"SERRUCHO 20"" DORADO 8 DPP",T18168,159.0,85.35,119.0,27111508,H87
ESPREA CALOREX LP  P/CODO,ESPCAL,40.0,6.5,30.0,40141700,H87
MAGNETIZADOR/DESMAGNETIZADOR,T14141,68.0,36.21,51.0,27112827,H87
CINTA ANTIDERRAPANTE DE 2 X 5M,CINANTID2,194.39,98.0,130.73,40141700,H87
HEMBRA P/MANGUERA 5/8,HEMAN58,20.0,8.01,15.0,40141700,H87
LIMA PLANA  DE 8  BASTARDA T15142,120332,65.0,34.48,50.0,27111919,H87
DADO STD CORTO 3/8 X 5/8 12 PTAS F51200,T13586,42.0,22.41,32.0,27111704,H87
ROCIADOR 2 POSICIONES P/GARZA,ROC2POS,64.0,36.0,49.0,40141700,H87
AZADON C/MANGO AL3,T10621,432.0,232.76,324.0,27112002,H87
SERRUCHO 16  PRETUL,SER16PRE,39.99,21.2,28.04,40141700,H87
PINZA CORTE DIAG. DE 8,T12353,193.0,103.45,146.0,27112105,H87
ARCO P/SEGUETA TRADICIONAL HEC,ARCTRAH,219.0,125.86,167.9,40141700,H87
TAZA BLANCA P/W.C. JAZMIN,TAZBCAC,1133.0,610.78,851.0,30181511,H87
CABEZA P/INFLAR 1/4 HEMBRA,T19088,61.0,32.76,46.0,40141700,H87
BORLA P/PULIR  # 5,BORPUL5,30.15,15.99,21.15,40141700,H87
RESORTE # 5,RES5,20.28,7.22,12.17,40141700,H87
RESORTE # 6,RES6,15.0,4.7,6.54,40141700,H87
RESORTE # 20,RES20,9.02,2.55,3.55,40141700,H87
RESORTE # 22,RES22,8.51,3.7,5.11,40141700,H87
RESORTE # 28,RES28,18.06,5.81,8.09,40141700,H87
RESORTE # 27,RES27,23.99,8.8,12.25,40141700,H87
RESORTE # 29,RES29,25.0,9.66,18.0,40141700,H87
RESORTE # 46,RES46,42.53,18.49,25.52,40141700,H87
RESORTE # 47,RES47,21.09,9.17,12.65,40141700,H87
RESORTE # 70,RES70,16.08,5.5,7.66,40141700,H87
UNIDAD TERMICA 150 AMP  BTICINO,UNITER50BT,155.0,58.25,125.0,39121640,H87
RESORTE # 73,RES73,15.0,5.0,8.0,40141700,H87
RESORTE # 87,RES87,15.39,6.69,9.23,40141700,H87
RESORTE # 88,RES88,9.81,3.48,5.89,40141700,H87
RESORTE # 97,RES97,18.05,6.03,8.4,40141700,H87
RESORTE # 100,RES100,20.0,9.0,15.0,40141700,H87
BOTON DORADO,B344D,10.0,3.08,6.0,40141700,H87
SIERRA BIMETAL DE 3/4 18086,120733,104.0,56.03,78.0,27112826,H87
LLANTA P/CARRETILLA COMPLETA RN,T11852,472.0,254.31,354.0,24101507,H87
ANTIGRAFITI AEROSOL 400 ML,AERGRAF,67.42,30.1,51.39,40141700,H87
ESPATULA TAPITAZADORA DE 10,T14460,152.0,81.9,114.0,27111909,H87
RODAJA NYLON CON PERNO 40MM AD 9148,AD9148,25.0,7.91,20.0,31162700,H87
RODAJA NYLON CON PERNO 50MM,RODNY50CP,20.0,4.62,15.0,40141700,H87
LUBRICANTE POLVO DE GRAFITO,LUBPOLG,20.01,12.0,15.87,40141700,H87
PLASTILINA EPOXICA P/RADIADOR,PLAEPORAD,29.93,15.4,20.37,40141700,H87
BOCINA SP179 JGO COAXIAL 6  180W,BOC180W,162.0,93.91,124.2,40141700,H87
PEGAMENTO PVC TUBO AZUL 60 GR AD7169,PEGPVCTA,45.0,23.88,38.0,31201623,H87
LLAVES ALLEN STANDARD 8 PZA 308601,T21850,40.0,14.66,30.0,27111700,H87
JUEGO P/JARDIN JJ 3P,T21709,88.0,47.41,66.0,27112000,H87
GUANTE DE TELA TIPO LONETA,GULON,18.09,9.59,12.68,40141700,H87
GUANTE ANTIDERRAPANTE DE MAX AGARRE,GUMECM,55.15,28.89,38.2,40141700,H87
GUANTE P/LIMPIEZA GRANDE,GULIMG,15.05,7.84,10.82,40141700,H87
PLASTILOKA SUPER RAPIDA 20G,PLALOAZUL,40.0,21.44,35.0,31201600,H87
PINZA MINIATURA TENAZA 4,T17368,121.0,56.03,83.0,27112105,H87
DUCTO FLEXIBLE ALUMINIO 4 X 25 FT,DUCFLE4X25,675.0,293.0,520.0,40141700,H87
KIT VENTILA P/SECADORA 4 ALUM,KVENSEC,450.0,185.0,350.0,40141700,H87
TUBO ARMABLE 4  X 12,TUBARM412,15.0,6.52,9.75,40141700,H87
REJILLA EXTRACCION BLANCA 3 ALETAS,DJR40RC,100.0,52.01,80.0,40141700,H87
TAPA P/MEDIDOR PLACA,TAPMEDPLA,750.0,430.0,650.0,40141700,H87
EXT. FLEX. UNIV. ALBATROS 002-18,EXTFLEALB,70.0,28.5,45.0,40141901,H87
ZOCLO VIN. RESIDENCIAL 7 CM NEGRO C/25,ZOCVINRES7N,400.0,175.0,300.0,40141700,H87
ZOCLO VIN. RESIDENCIAL 7 CM CAFE C/25,ZOCVINRES7C,400.0,175.0,300.0,40141700,H87
DADO LARGO 1/2 X 5/8,DAD1258L,55.79,29.58,39.12,40141700,H87
DADO LARGO 1/2 X 11/16,DAD121116L,56.65,29.6,39.49,40141700,H87
ESPATULA DE 3 POSICIONES 8,ESP3POS,35.08,16.4,21.69,40141700,H87
SEPARADOR DE CERAMICA 1/8 C/150  T12973,SEPCER18,50.0,21.55,35.0,31162314,H87
TAQUETE P/TABLAROCA PLASTICO PZA,T42008P,2.0,0.57,1.5,31162400,H87
ANTICONGELANTE 4 LTS. PRESTIGE,ANT4PRE,134.71,85.5,113.08,40141700,H87
MARTILLO HERRERO 18 OZ,MARHERR,122.98,65.21,86.24,40141700,H87
PORTACANDADO ZINC 1 3/4  106706,T43731,22.0,9.91,17.0,46171500,H87
BROCA DE MANITA BP5/8,BPT58,33.0,17.5,26.0,27111539,H87
BROCA DE MANITA BPT 7/8 TRUPER,BP7-8,41.0,21.7,31.0,27111539,H87
BROCA DE MANITA BP1 1/8,BP1-1-8,43.0,23.1,32.0,27111539,H87
SIERRA BIMETAL DE 1 1/4 18092,120739,159.0,85.34,119.0,23242113,H87
SIERRA BIMETAL DE 1 1/2 18094,120741,184.0,99.14,138.0,23242113,H87
REPARADOR P/MANGUERA 1/2 T12714,A102413,25.0,10.34,15.0,21101800,H87
FLEXOMETRO DE 8 M CONFORT,FLEX8MS,200.0,107.76,150.0,40141700,H87
FLEXOMETRO DE 5 M INVENCIBLE,FLEX5MS,56.11,29.57,39.11,40141700,H87
ENVASE PLASTICO C/TAPA 1/4,ENV14,8.0,3.35,5.0,47121700,H87
ENVASE PLASTICO C/TAPA 1/2,ENV12,4.73,2.04,2.96,40141700,H87
ENVASE PLASTICO C/TAPA 1,ENV1,8.5,3.47,5.0,40141700,H87
ORGANIZADOR 18 COMPARTIMIENTOS,T11825,93.0,50.0,70.0,31261500,H87
MEDIDOR DE PRESION DE AIRE SENC.,MEDPRES,30.13,15.69,20.75,40141700,H87
PLANA DE MADERA GRANDE,PLAMADG,69.02,35.0,46.69,40141700,H87
ARMAFLEX  5/8 X 1/2,ARM5812,34.09,19.0,26.22,40141700,H87
ARMELLA ABIERTA 15 X 30 LAT0NADA,ARA1530,1.5,0.17,1.0,25111914,H87
ARMELLA ABIERTA 18 X 50 C/144 44378,ARA1850,115.0,56.03,85.0,31162800,H87
MANG PLASTICA DE 1/4 P/REFRI,MANPLA14,1065.0,495.9,845.0,40141700,H87
MANG PLASTICA DE 1/4 P/REFRI (M),MANPLA14M,20.0,5.75,15.0,40141700,MTR
FILTRO P/CALEFACCION 20 X 25,FILCAL2025,104.0,48.0,68.0,40141700,H87
AGUJA P/ARREAR # 8,AGUJARR8,20.0,3.27,15.0,40141700,H87
AGUJA P/ZAPATERO STD,AGUJZAP,6.51,2.3,3.44,40141700,H87
REMACHE DE GOLPE (KG),REMGOL38,100.46,42.0,65.21,40141700,H87
ALDABA # 3,ALD3,10.05,3.42,6.01,40141700,H87
REGATON BARRIL DE 3/8,REGBAR38,5.0,1.5,3.0,13101601,H87
PORTACANDADO ACERO ZINCADO 2 1/2 106707,T43736,30.0,13.79,23.0,46171500,H87
DEFLECTOR P/BOILER CHICO,DEFBOICH,100.0,45.0,80.0,40141700,H87
LIMPIABRISA DE 16  DOBLE,LIMBRI16D,46.0,18.2,31.05,40141700,H87
LIMPIABRISA DE 18  DOBLE,LIMBRI18D,46.0,18.2,31.05,40141700,H87
DESARMADOR VERDE,DESECO,10.01,2.34,4.04,40141700,H87
PINZA PELA CABLE PRETUL 9,T22710,120.0,64.65,90.0,27122100,H87
FORMON PRETUL DE 7/8,T21665,114.0,56.03,78.0,27111911,H87
PINZA PUNTA PPC-8P,PINPPC8P,58.11,30.44,40.26,40141700,H87
CONEXION PLASTICA MACHO 1854,130376,20.0,7.98,15.0,40141700,H87
CONEXION PLASTICA HEMBRA,130377,20.0,8.4,12.0,40141734,H87
FILTRO DE AGUA P/ICE MARKER C/BCE,WF1500B,220.0,100.0,175.0,40141700,H87
SOLDADURA BRONCE DE 1/8,SOLBCE18,25.0,9.5,15.0,40141700,H87
TACHUELA TAPICERO # 10,TACTAP10,95.05,40.97,64.16,40141700,H87
MANGUERA AUTOMOTRIZ 1/4,MANAUT14,70.0,30.4,50.0,40142000,H87
MANGUERA AUTOMOTRIZ 1/8,MANAUT18,15.0,5.3,7.02,40141700,H87
DISCO P/CORTE METAL 12  HECORT,DISCM12H,66.3,35.81,47.36,40141700,H87
FLEXOMETRO DE 8 MTS C/MAGNETO,FLEX8MAG,154.86,81.9,109.26,40141700,H87
CAVADOR DE HOYOS 34,CAVH34,155.94,82.68,109.34,40141700,H87
BASE P/CAUTIN Y LIMPIADOR,FU0466,90.0,47.67,72.0,40141700,H87
CLAVO P/CONCRETO (KG) 3/4 CAL 12,CPCD34,100.0,45.0,80.0,40141700,KGM
SENSOR DE MOVIMIENTO CON ALARMA Y TIMBRE,T46595,270.0,142.24,203.0,41111900,H87
CINTA MULTIUSOS 3/4 X 3/16 X 17,CINMU17,35.36,20.5,27.12,40141700,H87
TORNILLO MILIMETRICO 5 X 12 S/T,TMM512,3.0,1.0,2.0,31161500,H87
TOMA DUPLEX OCULTO POL C/PLACA 1445/1450,TOMADOBLE1445-1450,43.0,24.42,35.0,39121406,H87
NAVAJA CUTTER DE 7  ABS,NAVCUT7,25.0,10.5,14.49,40141700,H87
COLADERA PVC DURALON AMANCO,COLAMANCO,187.0,100.75,155.0,48101812,H87
RESISTENCIA P/ELECTRONICA DE CARBON,RESELEC,5.0,1.0,3.0,32121615,H87
DADO LARGO 3/8 X 13 MM,T13773,56.0,30.17,42.0,27112700,H87
LIJA DE AGUA # 2000,LIJAPA2000,15.0,6.77,12.0,31191500,H87
BROCA DE MANITA BPT 3/4 11378,BPT34,45.0,23.28,33.0,27111539,H87
KIT P/INSTALAR CERRADURAS 3 PZA,T23549,100.0,50.86,85.0,27111536,H87
KIT P/INSTALAR CERRADURAS 5 PZA,T18081,100.0,54.5,70.0,40141700,H87
CINTA CANELA  2 X 100 M,CINCANT,20.04,10.5,14.49,40141700,H87
CUCHILLO P/LINOLEO NL # 8,T14462,73.0,38.79,60.0,23241609,H87
TALACHO C/PICO S/M,T23231,152.0,81.9,114.0,27112000,H87
GRASA P/BALEROS SKF,GRABALSKF,43.47,25.2,33.33,40141700,H87
PANO P/DESEMPANAR VIDRIOS,PAVID,12.05,6.85,9.06,40141700,H87
EMPAQUE ORRING 09,EMPORR009,4.0,0.11,2.0,40141700,H87
EMPAQUE ORRING 010,EMPORR010,4.0,0.24,2.0,31401503,H87
EMPAQUE ORRING 011,EMPORR011,5.0,0.26,3.0,31401503,H87
EMPAQUE ORRING 111,EMPORR111,5.0,0.51,3.0,31401503,H87
EMPAQUE ORRING 110,EMPORR110,5.0,0.28,3.0,40141700,H87
EMPAQUE ORRING 012,EMPORR012,5.0,0.3,3.0,31401503,H87
EMPAQUE ORRING 112,EMPORR112,5.0,0.41,3.0,31401503,H87
RED BUSH. P/BOILER 3/8 X 1/4,REDBOIL3814,80.0,12.5,35.0,40141719,H87
NAVAJA CUTTER DE 5  ROTTER,NAVCUT5R,15.0,5.1,10.0,40141700,H87
BROCA P/FIERRO 23/64,T15336,82.0,43.97,62.0,27112841,H87
PINZA DE PRESION VICE GRIP 10 R,PINPREVG10R,250.0,129.12,200.0,27112105,H87
EXTENSION P/DADO 1/2 X 10,T13418,200.0,107.75,150.0,40141700,H87
EXTENSION P/DADO 1/2 X 5,T13416,120.0,64.65,80.0,27112700,H87
KIT P/INSTALAR CERRADURAS 3 PZ TRUPER,KITCERR3T,81.06,42.61,59.31,40141700,H87
JUEGO DESARMADOR/MATRACA 14 PZA,T22974,194.0,103.44,115.0,40141700,H87
PUNTA NILLI ESTUCHE,PUNNIEST,44.99,24.0,33.12,40141700,H87
FULMINANTE P/PERNO 22,FULPER22,5.0,2.1,4.0,31161601,H87
BOCINA SP178 JGO COAXIAL 5  120W,BOC120W,144.58,82.17,108.68,40141700,H87
BANDA A 36,BAN36,51.23,29.7,39.28,40141700,H87
EXTENSION FLEXIBLE P/GRASA 12,EXTFLEG,78.0,42.24,56.0,40141700,H87
ARMELLA ABIERTA 17 X 40 CR,ARA1740P,1.5,0.32,1.0,31162800,H87
CALENTADOR DE AGUA # 2,CALAGUA2,25.0,10.35,16.07,40141700,H87
CALENTADOR DE AGUA # 3,CALAGUA3,28.03,11.13,17.28,40141700,H87
CUCHARA ALBANIL # 6,T21050,79.0,42.24,59.0,27112200,H87
PORTACANDADO 90A 450 A106709,T43746,55.0,20.69,40.0,46171500,H87
CINCEL 3/8 X 6 TRUPER,CIN386T,37.19,19.6,25.92,40141700,H87
ROTOMARTILLO PRETUL 1/2,ROTOM12P,490.57,260.11,344.0,40141700,H87
CAMPANA OSLO 76 CM BLANCA,CAMOSLO76B,1192.48,642.5,931.63,40141700,H87
CAMPANA NOVA 76 CM NEGRA,CAMNOVA76N,1134.94,611.5,886.68,40141700,H87
CAMPANA COSMOS 76CM BLANCA,CAMCOSMOS76B,1134.94,611.5,886.68,40141700,H87
EXTRACTOR P/BANO EB 10,EXTEB10,988.0,516.5,832.0,40141700,H87
EXTRACTOR P/BANO RB 10,EXTRB10,988.0,516.5,832.0,40141700,H87
EXTRACTOR P/BANO E 10,EXTE10,1100.0,589.25,800.0,40141700,H87
EXTRACTOR P/BANO RB 15,EXTRB15,1100.0,589.0,800.0,40141700,H87
EXTRACTOR P/BANO R 21,EXTR21,1200.0,634.0,950.0,40141700,H87
EXTRACTOR P/MURO GA 600,EXTGA600,4260.0,2343.0,3515.0,40141700,H87
FILTRO P/CAMPANA DESECHABLE AX/FM,FILCAMDES,110.0,44.5,80.0,40141700,H87
FILTRO P/CAMPANA CARBON ACT.AX/FM,FILCAMCAR,250.0,105.0,185.0,40141700,H87
BROCA DE MANITA BP 11/2  11393,BP1-1-2,70.0,33.62,50.0,27111537,H87
BROCA DE MANITA BPT 1 TRUPER 11384,BP1,50.0,25.86,35.0,27111539,H87
PISTOLA P/SILICON T/ESQUELETO A104501 AD1050,T17550,85.0,42.24,65.0,27112906,H87
PISTOLA P/SILICON 1/2,PISSIL12,100.19,52.17,69.0,40141700,H87
SILICON BARRA 1/2 (12PZAS),SILBARR12B,32.8,17.39,23.0,40141700,H87
CALIBRADOR BOTADORES VALV. 12H,CALBOT12,53.0,27.59,39.0,40141700,H87
CERRADURA PHILIPS 625 DCI,CERR625DCI,326.36,173.04,228.85,40141700,H87
SERRUCHO 12  P/PODA CURVO,T18171,191.0,102.59,143.0,27112019,H87
HULE ROJO 1/8 KGS.,HULROJK,400.0,150.0,300.0,40141700,H87
EMPAQUE ASBESTO 1/32 M2,EMPASB132,500.0,164.0,285.0,40141700,MTK
DESARMADOR CABINET 3/16 X 4 PRETUL,DG3164PB,16.03,7.99,10.66,40141700,H87
DESARMADOR PHILIPS 1/8 X 8,DP188,41.49,22.0,29.1,40141700,H87
DESARMADOR PHILIPS 1/8 X 6,DP186,22.11,11.21,14.95,40141700,H87
CLAVO CABEZA PLOMO (KG),CLACPB,85.0,45.0,60.0,40141700,KGM
REMACHE POP AS58,REMP58,0.7,0.12,0.18,40141700,H87
REMACHE POP AS66,REMP66,1.01,0.19,0.34,40141700,H87
VALVULA ESFERA ROTOPLAS 1/2,VALESFROT12,60.0,30.0,50.0,40141700,H87
VALVULA ESFERA ROTOPLAS 3/4,VALESFROT34,75.0,40.0,65.0,40141700,H87
ASIENTO ALARGADO  P/W.C. 4025 BLANCO,ASI4025B,450.0,239.66,350.0,30181603,H87
FLEXOMETRO 10M ANTI-IMPACTO,FLEX10MAI,155.86,82.64,114.05,40141700,H87
SIERRA BIMETAL DE 2,T18097,216.0,116.38,162.0,23242113,H87
PINZA DE PRESION TRUPER 10 C 17423,T17423,216.0,116.38,162.0,27112105,H87
DISCO P/PULIDORA ABT-390 CORTE MET.,ABT390,15.05,7.84,10.37,40141700,H87
HIDRONEUMATICO JMC80 .8HP/50LTS,DHJMC8050,4722.59,2737.73,3620.65,40141700,H87
BOMBA DE VACIO 1/2 HP 6 CFM 115-220V,BOMVACIO6,7950.0,4550.0,6350.0,40151502,H87
CORTA AZULEJO CELTA 60CM,CORAZC60,715.0,383.61,535.0,40141700,H87
CUCHILLA CORTAZULEJO CELTA 15,REPCAZ15,51.36,22.0,29.1,40141700,H87
CUCHILLA CORTAZULEJO CELTA 16,REPCAZ16,61.33,26.4,34.91,40141700,H87
BROCA P/CONCRETO 3/8 X 12 ECO,A100410,60.0,24.14,45.0,27111543,H87
INYECTOR DE GRASA CELTA 445 CM3,INYGRACEL,200.15,114.5,151.43,40141700,H87
TENAZA  P/AZULEJO CELTA DE 8,TENCEL8,120.0,65.0,100.0,40141700,H87
ARENERO DE ALUMINIO DE 4,AREN4,130.0,81.0,105.0,40141700,H87
ANGULO DE AMARRE CAL 26 3.05M LISO,ANGAMA26,60.0,29.4,55.0,30102304,H87
PUSH P/DESAGUE DE TINA,POSHTINA,114.17,65.61,87.52,40141700,H87
CANDADO ECONOMICO #20,CAND20,12.27,2.92,9.59,40141700,H87
SEGURO CANDADO EXTERIOR 1/4,SEX0001,3.01,0.93,1.89,40141700,H87
SEGURO CANDADO EXTERIOR 5/16,SEX0002,3.01,0.96,1.89,40141700,H87
SEGURO CANDADO EXTERIOR 7/16,SEX0004,3.01,1.23,1.89,40141700,H87
SEGURO CANDADO EXTERIOR 1/2,SEX0005,3.01,1.09,1.89,40141700,H87
SEGURO CANDADO EXTERIOR 19/32,SEX0007,3.01,1.29,1.85,40141700,H87
SEGURO CANDADO EXTERIOR 3/4,SEX0010,5.01,1.57,3.14,40141700,H87
SEGURO CANDADO EXTERIOR 13/16,SEX0011,5.01,1.69,3.14,40141700,H87
SEGURO CANDADO EXTERIOR 7/8,SEX0012,5.01,1.43,3.14,40141700,H87
SEGURO CANDADO EXTERIOR 1,SEX0014,8.0,2.12,5.0,40141700,H87
SEGURO CANDADO EXTERIOR 1 1/16,SEX0015,8.0,1.8,5.0,40141700,H87
SEGURO CANDADO EXTERIOR 1 1/8,SEX0016,8.0,2.65,5.0,40141700,H87
SEGURO CANDADO EXTERIOR 1 3/16,SEX0017,8.0,2.09,5.0,40141700,H87
SEGURO CANDADO EXTERIOR 1 5/16,SEX0019,8.0,2.26,5.0,40141700,H87
SEGURO CANDADO EXTERIOR 1 3/8,SEX0020,10.01,2.34,6.26,40141700,H87
SEGURO CANDADO EXTERIOR 1 1/2,SEX0021,10.01,2.75,6.26,40141700,H87
SEGURO CANDADO EXTERIOR 1 5/8,SEX0022,10.01,3.66,6.26,40141700,H87
SEGURO CANDADO EXTERIOR 1 3/4,SEX0023,10.01,4.06,6.26,40141700,H87
SEGURO CANDADO EXTERIOR 1 7/8,SEX0024,10.12,4.4,6.33,40141700,H87
SEGURO CANDADO EXTERIOR 2,SEX0025,11.09,4.82,6.93,40141700,H87
JUEGO DE LLAVES ALLEN MM 7PZAS,JALL7MM,45.09,24.14,32.2,40141700,H87
ASPERSOR C/ESTACA 2 VIAS ASP01PX,A300502,75.0,39.66,60.0,21101803,H87
ASPERSOR GIRATORIO PLASTICO 3 BRAZOS,ASPGIR3B,41.25,21.74,28.75,40141700,H87
PISTOLA P/MANGUERA PIP 7,PISPIP7,55.99,30.17,40.25,40141700,H87
REMACHE POP AS64 C/50,REMP64,20.0,8.32,15.0,40141700,H87
EMPAQUE P/FLOTADOR,EMPFLOT,3.0,0.35,0.81,40141700,H87
FILTROS DE FIBRA ASPEN 23 X 28,FAS2328,80.0,38.34,65.0,47101553,H87
BROQUERO C/LLAVE 3/8 X 24 UNF,T16477,136.0,73.27,90.0,27112700,H87
MANGO P/RASTRILLO R-16M,MANRAS,55.23,28.09,37.15,40141700,H87
AFLOJATODO TRUPER 110 ML,T13468,36.0,18.97,27.0,40141700,H87
LENTE DE SEGURIDAD SUPERVISOR,LENSESUP,25.01,12.11,17.56,40141700,H87
BROCA P/FIERRO 21/64  T15329 A100318,BROF2164,75.0,37.93,60.0,27112841,H87
BROCA P/FIERRO 7/16,BAVN7-16,134.0,70.0,99.0,27112841,H87
PEGAMENTO AFIX 390 LTO.,PEGAFIXL,50.0,23.77,30.0,40141700,LTR
CERRADURA DOBLE CILINDRO HUMO,CERRCILDH,145.59,81.68,112.72,40141700,H87
CERRADURA DOBLE CILINDRO SATIN,CERRCILDS,195.0,99.44,135.0,40141700,H87
ESMALTE KADEX 1/2 L METALICO,PESMM12,86.66,49.47,65.57,40141700,H87
ESMALTE TECNOBRIL 1/4 L NEGRO,PESMT14N,90.0,44.52,74.0,31211501,H87
PISTOLA PARA RIEGO 5 FUNCIONES PRETUL,T22765,56.0,30.17,42.0,40141700,H87
PISTOLA P/PINTAR ALTA PRESION,PISPINAP,356.78,193.9,256.44,40141700,H87
PINZA MINIATURA PUNTA Y CORTE 4 3/4 A304102,T22662,68.0,32.76,51.0,27112105,H87
ACCESORIOS P/MANGUERA TC2008,T108104,103.0,68.1,85.0,40141700,H87
FILTRO P/TINACO C/CARTUCHO 1/2,FILTINCC,170.52,70.0,105.56,40141700,H87
PRENSA ESQUINERA DE 3,PREESQ3,162.0,84.48,115.0,40141700,H87
ESCUADRA CARPINTERO DE  8 14372,122251,142.0,76.72,110.0,27111803,H87
ESMALTE TECNOBRIL 1/2 LTO NEGRO,PINESM12N,135.0,74.26,112.0,31211501,H87
CARTUCHO P/EMPOTRAR DICA R280267,FDICA,80.0,26.22,60.0,40141700,H87
CARTUCHO P/EMPOTRAR ALAN,FALAN,120.0,62.0,90.0,40141700,H87
BRIDA TROQUELADA P/TUBO 1/2,BRIDTROQ12,8.02,2.6,3.74,40141700,H87
CHUPON TRANSPARENTE # 1,CHUTRA1,10.0,2.4,6.0,40141700,H87
NIVELADOR BASE PLASTICO C/CLAVO 3/4,NIVCLA,10.0,3.3,8.0,56101904,H87
ARANDELA PLANA DE 3/16,ARAPLA316P,0.5,0.15,0.3,31161800,H87
REGATON BARRIL DE 5/8,REGBAR58,5.01,1.5,2.18,40141700,H87
CONECTOR P/GARRAFON PLASTICO,CONGARR,20.06,8.0,11.5,40141700,H87
LLAVE COMBINADA 18MM 140818 PRETUL,T21912,60.0,31.9,45.0,40141700,H87
MARTILLO D/BOLA 16 ONZ,MARBOL16,114.8,60.87,80.5,40141700,H87
SUPER SIFON MANGUERA,SUPSIF,106.74,59.5,78.69,40141700,H87
VALVULA P/PORTAGARRAFON CHICO,VALPORCH,34.5,15.0,21.56,40141700,H87
VALVULA SIFON P/LIQUIDOS,VALSIF,65.21,35.0,46.29,40141700,H87
ROSETA FLOREADA GRANDE,ROSFLOG,101.04,51.73,86.71,40141700,H87
CINCHO PLASTICO DE 11,CINPLA11,2.5,0.71,2.0,40141700,H87
CINCHO PLASTICO DE 3 1/2 C/100 PZA,CINPLA350,30.0,11.0,20.0,40141700,H87
DISCO P/CORTE PIEDRA 754 TRUPER,D002,15.05,7.84,10.37,40141700,H87
FIJA PUERTA CROMO C/GOMA,FIJAPUD,78.39,42.24,56.35,40141700,H87
CADENA PULIDA 5/16 (KG),CADP516,75.0,31.29,55.0,40141700,KGM
LIJA BANDA 4 X 21 # 50,LIBAN42150,17.08,9.58,12.67,40141700,H87
DISCO ABRASIVO 4 1/2 24G,DISABR24,12.02,6.26,8.28,40141700,H87
DISCO ABRASIVO 4 1/2 36G,DISABR36,11.98,5.11,6.76,40141700,H87
CANDADO LATON SOLIDO C/2,TC2100,80.0,40.43,60.0,40141700,H87
BROCA P/VIDRIO  AZULEJO 5/16 A100504,T11703,68.0,27.59,51.0,27112800,H87
BROCA P/VIDRIO  AZULEJO 3/8,A100505,70.0,29.31,55.0,27112221,H87
PUNZONES EMBUTIDORES DE CLAVO C/3,PUNCLA3,78.48,41.61,55.03,40141700,H87
MARTILLO TUBULAR  20 UNA RECTA MXR,T16821,504.0,271.55,378.0,40141700,H87
HIDRONEUMATICO CAM100 1HP/50LTS,DHCAM10050,4843.63,2807.9,3713.45,40141700,H87
HILO P/DESBRAZADORA HTA95,T16944,36.0,18.97,30.0,27112014,H87
BARRETA DE UNA 3/4 X .75MTO,T10859,250.0,133.62,186.0,27112017,H87
SOGA PLASTICA 7/16 (KG),SOGPLA716,156.0,63.15,120.0,40141700,KGM
GIS P/CUCARACHAS,GISCUCA,10.01,6.0,8.28,40141700,H87
TIROLERA TRUPER GALVANIZADA,TIRTRU,401.72,213.0,281.69,40141700,H87
SEGURO CANDADO EXTERIOR 9/16,SEX0006,3.01,1.25,1.89,40141700,H87
SEGURO CANDADO EXTERIOR 11/16,SEX0009,5.01,1.5,3.14,40141700,H87
SEGURO CANDADO EXTERIOR 1 1/4,SEX0018,8.0,2.17,5.0,40141700,H87
ARMOROLL (LUBRIVINIL) 1/2 LTO,ARMOROLL500,30.0,15.0,25.0,40141700,H87
CONO PLASTICO # 1 ROSCADO,CONOPLA1R,20.04,8.0,11.6,40141700,H87
CONO PLASTICO # 3 TORNILLOS,CONOPLA3T,20.02,8.5,12.33,40141700,H87
CHECK BOQUILLA P/REGULADOR.,CHECKREG,50.0,15.0,30.0,40141700,H87
BRIDA P/CORTINERO FIJA (JGO) BC584,BRIFIJA,45.0,22.0,35.0,40141700,H87
CARTUCHO ORION # 3 EMP.,FORION3,145.94,84.6,116.75,40141700,H87
CARTUCHO ORION # 4 EMP.,FORION4,145.94,84.6,116.75,40141700,H87
PLOMADA DE BRONCE 8 0NZ,PLOM8,168.0,90.52,126.0,40141700,H87
JUEGO DE LLAVES ALLEN STD 7 PZAS,T15560,68.0,36.21,46.0,27111700,H87
FILTRO P/CAMPANA UNIVERSAL 80 X 38,FILCAMUNI,200.0,65.0,100.0,40141700,H87
FILTRO P/CAMPANA UNIV. 80 X 38 CARBON,FILCAMUNIC,350.0,181.5,300.0,52141500,H87
LIMPIADOR PVC 250 ML,LIMPVC250,50.27,25.8,35.91,40141700,H87
FLEXOMETRO DE 5 MTS C/MAGNETO,FLEX5MAG,70.0,32.9,45.4,40141700,H87
DADO LARGO 1/2 X 3/4,DAD1234L,72.0,33.62,52.0,40141700,H87
NIASABOND 19 LTS,NIABOND19,878.57,587.67,777.19,40141700,H87
NIASABOND 4 LTS,NIABOND4,204.72,133.85,177.02,40141700,H87
NIASABOND 1 LTS,NAIABOND1,50.19,30.95,40.93,40141700,H87
RODAJA PLAST CON PERNO 50MM,RODPLA50CP,18.19,8.37,11.07,40141700,H87
RODAJA PLAST CON PERNO 40MM,TC3090,20.0,7.19,15.0,40141700,H87
CARTUCHO CON GRASA 3 ONZ,CARGRA3,31.99,17.24,23.0,40141700,H87
LIQUIDO P/FRENOS 1 L,LIQFRE1L,125.0,65.53,110.0,25171713,H87
